Device IP,TransactionID,Transaction Time,Location,Type,Purpose,Amount Spikes,Debited Amt,Credited Amt,Total Amt
49.207.45.128,TXN381939043,2019-09-05 15:54:50,Malleshwaram,Debit,Bank Charges,No,10,0,212725
49.207.45.128,TXN547523354,2019-09-06 07:17:25,Malleshwaram,Debit,Service Charges,No,258,0,212467
49.207.45.128,TXN160855234,2019-09-06 09:36:17,Indiranagar,Debit,Transport,No,22,0,212445
49.207.45.128,TXN550223038,2019-09-06 11:19:06,HSR Layout,Debit,Service Charges,No,152,0,212293
49.207.45.128,TXN430159730,2019-09-06 17:03:34,MG Road,Debit,Service Charges,No,140,0,212153
49.207.45.128,TXN626143962,2019-09-06 18:28:29,HSR Layout,Debit,Service Charges,No,77,0,212076
49.207.45.128,TXN524700801,2019-09-07 09:01:28,BTM Layout,Debit,Service Charges,No,163,0,211913
49.207.45.128,TXN955772668,2019-09-07 11:59:32,Whitefield,Debit,Transport,No,250,0,211663
49.207.45.128,TXN473079325,2019-09-07 14:03:26,HSR Layout,Debit,Bank Charges,No,35,0,211628
49.207.45.128,TXN831909695,2019-09-08 07:10:19,Malleshwaram,Debit,Transport,No,149,0,211479
49.207.45.128,TXN831913111,2019-09-08 14:36:50,MG Road,Debit,Fuel,No,1378,0,210101
49.207.45.128,TXN804349921,2019-09-08 23:55:14,Whitefield,Debit,Service Charges,No,19,0,210082
49.207.45.128,TXN662356970,2019-09-09 07:37:29,Indiranagar,Debit,Transport,No,178,0,209904
49.207.45.128,TXN637270555,2019-09-09 08:45:36,Jayanagar,Debit,Entertainment,No,1925,0,207979
49.207.45.128,TXN460839974,2019-09-09 11:29:53,MG Road,Debit,Service Charges,No,153,0,207826
49.207.45.128,TXN584297828,2019-09-09 11:36:36,Malleshwaram,Debit,Transport,No,231,0,207595
10.20.30.45,TXN654644518,2019-09-09 13:22:10,Indiranagar,Credit,Interest Credit,No,0,66,207661
49.207.45.128,TXN913605570,2019-09-09 16:56:56,Indiranagar,Debit,Transport,No,127,0,207534
49.207.45.128,TXN183434690,2019-09-10 06:48:46,Malleshwaram,Debit,Service Charges,No,233,0,207301
49.207.45.128,TXN643326357,2019-09-10 08:01:45,Whitefield,Debit,Service Charges,No,128,0,207173
49.207.45.128,TXN956166696,2019-09-10 09:48:36,MG Road,Debit,Bank Charges,No,56,0,207117
49.207.45.128,TXN830632648,2019-09-10 10:47:02,Jayanagar,Debit,Transport,No,266,0,206851
49.207.45.128,TXN693973272,2019-09-10 15:30:17,Koramangala,Debit,Transport,No,60,0,206791
49.207.45.128,TXN888067684,2019-09-10 16:28:58,Whitefield,Debit,Bank Charges,No,114,0,206677
49.207.45.128,TXN934127137,2019-09-11 09:45:43,Whitefield,Debit,Groceries,No,2094,0,204583
49.207.45.128,TXN831861521,2019-09-11 14:27:24,Koramangala,Debit,Service Charges,No,239,0,204344
49.207.45.128,TXN557543833,2019-09-11 14:54:23,Malleshwaram,Debit,Service Charges,No,127,0,204217
49.207.45.128,TXN434786240,2019-09-11 15:59:28,Koramangala,Debit,Service Charges,No,54,0,204163
49.207.45.128,TXN441437134,2019-09-11 21:32:02,Whitefield,Debit,Bank Charges,No,149,0,204014
49.207.45.128,TXN838215866,2019-09-11 22:39:07,Indiranagar,Debit,Bank Charges,No,191,0,203823
49.207.45.128,TXN838262479,2019-09-11 22:48:55,BTM Layout,Debit,Bank Charges,No,130,0,203693
49.207.45.128,TXN425771443,2019-09-12 21:00:34,Whitefield,Debit,Service Charges,No,136,0,203557
49.207.45.128,TXN334641357,2019-09-13 07:02:08,Malleshwaram,Debit,Bank Charges,No,224,0,203333
49.207.45.128,TXN876434093,2019-09-13 07:07:39,HSR Layout,Debit,Transport,No,263,0,203070
49.207.45.128,TXN372602467,2019-09-13 08:55:42,Malleshwaram,Debit,Fuel,No,997,0,202073
49.207.45.128,TXN318917217,2019-09-13 09:17:08,Malleshwaram,Debit,Bank Charges,No,160,0,201913
172.19.8.90,TXN156491797,2019-09-13 14:46:57,BTM Layout,Debit,Entertainment,No,2005,0,199908
49.207.45.128,TXN744110319,2019-09-13 22:49:05,Jayanagar,Debit,Service Charges,No,155,0,199753
49.207.45.128,TXN466105397,2019-09-14 07:16:35,BTM Layout,Debit,Service Charges,No,36,0,199717
49.207.45.128,TXN974317452,2019-09-14 12:42:43,Whitefield,Debit,Service Charges,No,199,0,199518
49.207.45.128,TXN864439204,2019-09-14 13:13:22,Whitefield,Debit,Transport,No,193,0,199325
49.207.45.128,TXN146109484,2019-09-14 23:07:21,Whitefield,Debit,Bank Charges,No,79,0,199246
49.207.45.128,TXN764560089,2019-09-15 08:15:43,Jayanagar,Debit,Service Charges,No,196,0,199050
172.18.5.67,TXN360996970,2019-09-15 10:07:55,Whitefield,Debit,Food & Drink,No,1005,0,198045
49.207.45.128,TXN355510644,2019-09-15 14:58:57,Jayanagar,Debit,Service Charges,No,162,0,197883
49.207.45.128,TXN626558788,2019-09-15 18:36:11,BTM Layout,Debit,Bank Charges,No,166,0,197717
49.207.45.128,TXN764467189,2019-09-15 20:11:22,Jayanagar,Credit,Interest Credit,No,0,124,197841
49.207.45.128,TXN803101386,2019-09-15 21:34:17,Whitefield,Debit,Service Charges,No,255,0,197586
49.207.45.128,TXN346823770,2019-09-16 06:14:24,Jayanagar,Debit,Service Charges,No,250,0,197336
49.207.45.128,TXN604398425,2019-09-16 06:26:28,Indiranagar,Debit,Bank Charges,No,103,0,197233
49.207.45.128,TXN444399688,2019-09-16 06:40:22,MG Road,Debit,Service Charges,No,100,0,197133
49.207.45.128,TXN907730068,2019-09-16 10:03:31,Jayanagar,Debit,Transport,No,158,0,196975
49.207.45.128,TXN815721983,2019-09-16 10:03:37,Whitefield,Debit,Service Charges,No,97,0,196878
49.207.45.128,TXN263911752,2019-09-16 17:00:50,BTM Layout,Debit,Transport,No,10,0,196868
49.207.45.128,TXN199796148,2019-09-16 23:45:57,Indiranagar,Debit,Bank Charges,No,228,0,196640
49.207.45.128,TXN712456161,2019-09-17 07:21:01,Koramangala,Debit,Transport,No,159,0,196481
49.207.45.128,TXN183302016,2019-09-17 13:38:52,Koramangala,Debit,Transport,No,142,0,196339
49.207.45.128,TXN933694602,2019-09-17 15:14:05,BTM Layout,Debit,Service Charges,No,227,0,196112
49.207.45.128,TXN971368404,2019-09-17 17:04:13,Whitefield,Debit,Transport,No,58,0,196054
49.207.45.128,TXN102969988,2019-09-17 17:05:56,Jayanagar,Debit,Bank Charges,No,220,0,195834
49.207.45.128,TXN716765730,2019-09-17 21:49:39,Malleshwaram,Debit,Transport,No,61,0,195773
49.207.45.128,TXN982179674,2019-09-18 06:59:25,Jayanagar,Debit,Transport,No,162,0,195611
49.207.45.128,TXN791736511,2019-09-18 09:34:39,MG Road,Debit,Service Charges,No,93,0,195518
104.16.82.34,TXN577849606,2019-09-18 11:25:40,Online / International,Debit,Fraud Transaction,Yes,55000,0,140518
49.207.45.128,TXN556316537,2019-09-18 12:24:46,Jayanagar,Debit,Fuel,No,1293,0,139225
49.207.45.128,TXN688849341,2019-09-18 12:30:53,HSR Layout,Debit,Fuel,No,1694,0,137531
49.207.45.128,TXN843908957,2019-09-18 13:31:26,MG Road,Debit,Service Charges,No,72,0,137459
49.207.45.128,TXN235888354,2019-09-18 17:03:06,Malleshwaram,Debit,Transport,No,192,0,137267
49.207.45.128,TXN994784419,2019-09-18 19:05:36,Jayanagar,Debit,Transport,No,109,0,137158
49.207.45.128,TXN154946714,2019-09-19 06:44:27,HSR Layout,Debit,Service Charges,No,262,0,136896
49.207.45.128,TXN939395172,2019-09-19 07:32:04,Whitefield,Debit,Service Charges,No,87,0,136809
49.207.45.128,TXN623313020,2019-09-19 19:53:45,Malleshwaram,Debit,Service Charges,No,73,0,136736
49.207.45.128,TXN503181605,2019-09-20 08:16:19,BTM Layout,Debit,Service Charges,No,85,0,136651
192.168.1.105,TXN621821443,2019-09-20 09:17:01,Indiranagar,Credit,Cashback,No,0,518,137169
49.207.45.128,TXN977863753,2019-09-20 10:20:52,Malleshwaram,Debit,Transport,No,46,0,137123
49.207.45.128,TXN300087025,2019-09-20 13:48:12,Indiranagar,Debit,Food & Drink,No,426,0,136697
49.207.45.128,TXN635435148,2019-09-20 19:24:47,BTM Layout,Debit,Transport,No,118,0,136579
49.207.45.128,TXN663730473,2019-09-20 21:50:49,Indiranagar,Debit,Transport,No,159,0,136420
49.207.45.128,TXN788344941,2019-09-20 23:55:56,Koramangala,Debit,Bank Charges,No,252,0,136168
49.207.45.128,TXN345156466,2019-09-21 08:36:56,Malleshwaram,Debit,Transport,No,54,0,136114
49.207.45.128,TXN184072006,2019-09-21 10:21:37,Whitefield,Debit,Service Charges,No,241,0,135873
49.207.45.128,TXN131427602,2019-09-21 10:30:56,Whitefield,Debit,Transport,No,65,0,135808
49.207.45.128,TXN931902918,2019-09-21 17:04:50,Jayanagar,Debit,Transport,No,126,0,135682
10.20.30.45,TXN841432660,2019-09-21 18:53:13,Whitefield,Credit,Reversal of Charges,No,0,157,135839
49.207.45.128,TXN233610376,2019-09-21 20:12:28,Whitefield,Debit,Bank Charges,No,213,0,135626
49.207.45.128,TXN855301360,2019-09-21 20:18:29,HSR Layout,Debit,Service Charges,No,114,0,135512
49.207.45.128,TXN146962148,2019-09-21 22:46:29,Koramangala,Debit,Transport,No,124,0,135388
49.207.45.128,TXN179230091,2019-09-22 09:01:32,Malleshwaram,Debit,Food & Drink,No,462,0,134926
49.207.45.128,TXN883153724,2019-09-22 10:20:09,Indiranagar,Debit,Bank Charges,No,223,0,134703
49.207.45.128,TXN446074478,2019-09-22 15:10:01,Koramangala,Debit,Service Charges,No,253,0,134450
49.207.45.128,TXN493764054,2019-09-23 16:04:08,Whitefield,Debit,Bank Charges,No,245,0,134205
49.207.45.128,TXN284064740,2019-09-23 16:43:21,Koramangala,Debit,Service Charges,No,131,0,134074
49.207.45.128,TXN775797012,2019-09-23 18:14:44,MG Road,Debit,Transport,No,184,0,133890
49.207.45.128,TXN568029899,2019-09-23 18:44:37,Whitefield,Debit,Service Charges,No,20,0,133870
49.207.45.128,TXN406522684,2019-09-23 20:36:28,Whitefield,Debit,Service Charges,No,138,0,133732
49.207.45.128,TXN512147584,2019-09-23 21:32:45,Koramangala,Debit,Service Charges,No,111,0,133621
49.207.45.128,TXN901366062,2019-09-23 22:19:25,HSR Layout,Debit,Fuel,No,2128,0,131493
10.20.30.45,TXN532743411,2019-09-24 12:08:27,Jayanagar,Credit,Refund,No,0,907,132400
192.168.1.105,TXN696490271,2019-09-24 12:29:08,Malleshwaram,Debit,Groceries,No,2454,0,129946
49.207.45.128,TXN265663931,2019-09-24 15:19:32,Koramangala,Debit,Bank Charges,No,143,0,129803
49.207.45.128,TXN187624044,2019-09-24 17:34:33,Koramangala,Debit,Service Charges,No,101,0,129702
49.207.45.128,TXN883450522,2019-09-24 17:48:58,MG Road,Debit,Bank Charges,No,205,0,129497
49.207.45.128,TXN600494678,2019-09-24 19:55:11,Malleshwaram,Debit,Service Charges,No,47,0,129450
10.20.30.45,TXN152361283,2019-09-24 22:16:12,Whitefield,Credit,Cashback,No,0,101,129551
49.207.45.128,TXN663475383,2019-09-25 06:26:22,BTM Layout,Debit,Healthcare,No,2452,0,127099
172.16.11.35,TXN681678623,2019-09-25 11:17:36,Malleshwaram,Debit,Food & Drink,No,788,0,126311
49.207.45.128,TXN753949628,2019-09-25 16:13:26,BTM Layout,Debit,Transport,No,173,0,126138
49.207.45.128,TXN768302318,2019-09-25 16:26:27,MG Road,Debit,Bank Charges,No,127,0,126011
49.207.45.128,TXN841824826,2019-09-25 18:58:19,MG Road,Debit,Bank Charges,No,163,0,125848
49.207.45.128,TXN702508832,2019-09-25 20:53:23,Koramangala,Debit,Transport,No,685,0,125163
49.207.45.128,TXN716753061,2019-09-26 06:18:33,Koramangala,Debit,Service Charges,No,173,0,124990
49.207.45.128,TXN998889628,2019-09-26 07:23:09,Whitefield,Debit,Bank Charges,Yes,157,0,124833
49.207.45.128,TXN128015049,2019-09-26 08:03:40,HSR Layout,Debit,Transport,No,220,0,124613
49.207.45.128,TXN559275316,2019-09-26 08:23:12,Koramangala,Debit,Transport,No,212,0,124401
49.207.45.128,TXN806942619,2019-09-26 09:55:06,BTM Layout,Debit,Bank Charges,No,16,0,124385
49.207.45.128,TXN511825105,2019-09-26 10:15:34,MG Road,Debit,Service Charges,No,193,0,124192
49.207.45.128,TXN981697472,2019-09-26 14:05:20,BTM Layout,Debit,Service Charges,No,142,0,124050
49.207.45.128,TXN635656427,2019-09-26 17:37:00,HSR Layout,Debit,Bank Charges,No,11,0,124039
49.207.45.128,TXN906674004,2019-09-27 09:08:56,Koramangala,Debit,Bank Charges,No,22,0,124017
49.207.45.128,TXN391651252,2019-09-27 11:53:50,MG Road,Debit,Service Charges,No,113,0,123904
49.207.45.128,TXN605999543,2019-09-27 13:50:11,HSR Layout,Debit,Bank Charges,No,17,0,123887
49.207.45.128,TXN409441666,2019-09-27 16:45:54,BTM Layout,Debit,Fuel,Yes,2266,0,121621
49.207.45.128,TXN703324658,2019-09-27 22:23:29,BTM Layout,Debit,Transport,No,246,0,121375
49.207.45.128,TXN143525270,2019-09-27 23:14:06,BTM Layout,Credit,Reversal of Charges,No,0,137,121512
49.207.45.128,TXN790735274,2019-09-28 11:45:42,Whitefield,Debit,Transport,No,126,0,121386
49.207.45.128,TXN611709563,2019-09-28 12:07:09,Malleshwaram,Debit,Transport,No,191,0,121195
49.207.45.128,TXN887819063,2019-09-28 13:40:28,HSR Layout,Debit,Entertainment,Yes,4580,0,116615
49.207.45.128,TXN604311075,2019-09-28 15:12:06,Indiranagar,Debit,Service Charges,No,99,0,116516
49.207.45.128,TXN622382086,2019-09-28 18:08:10,Whitefield,Debit,Transport,No,681,0,115835
49.207.45.128,TXN360326003,2019-09-28 20:17:29,BTM Layout,Debit,Transport,No,139,0,115696
49.207.45.128,TXN477205819,2019-09-28 22:20:05,Koramangala,Debit,Service Charges,No,138,0,115558
49.207.45.128,TXN118189764,2019-09-28 23:27:38,Whitefield,Debit,Transport,No,64,0,115494
49.207.45.128,TXN470812929,2019-09-29 07:18:33,MG Road,Debit,Transport,No,207,0,115287
49.207.45.128,TXN307677797,2019-09-29 12:37:53,MG Road,Debit,Transport,No,185,0,115102
49.207.45.128,TXN284468711,2019-09-29 13:29:14,Whitefield,Debit,Bank Charges,No,71,0,115031
49.207.45.128,TXN470175996,2019-09-29 15:44:22,Malleshwaram,Debit,Service Charges,No,157,0,114874
49.207.45.128,TXN368484440,2019-09-29 22:54:18,BTM Layout,Debit,Service Charges,No,147,0,114727
49.207.45.128,TXN534264350,2019-09-30 07:20:24,BTM Layout,Debit,Transport,No,658,0,114069
49.207.45.128,TXN259073918,2019-09-30 11:07:40,BTM Layout,Debit,Groceries,No,2400,0,111669
49.207.45.128,TXN111934234,2019-09-30 15:12:35,BTM Layout,Debit,Transport,Yes,436,0,111233
49.207.45.128,TXN690348869,2019-09-30 15:24:56,BTM Layout,Debit,Fuel,No,1690,0,109543
49.207.45.128,TXN305983171,2019-09-30 17:32:27,Malleshwaram,Debit,Transport,No,228,0,109315
49.207.45.128,TXN361262027,2019-09-30 17:52:18,Indiranagar,Debit,Service Charges,No,156,0,109159
49.207.45.128,TXN512067607,2019-09-30 18:49:22,Jayanagar,Debit,Transport,No,91,0,109068
10.20.30.45,TXN402426008,2019-10-01 09:30:00,Jayanagar,Credit,Salary,No,0,84000,193068
49.207.45.128,TXN128220674,2019-10-02 06:15:14,Malleshwaram,Debit,Transport,No,61,0,193007
172.19.8.90,TXN310506363,2019-10-02 09:40:29,Jayanagar,Debit,Entertainment,No,1724,0,191283
49.207.45.128,TXN165193168,2019-10-03 08:52:22,Indiranagar,Debit,Service Charges,No,62,0,191221
49.207.45.128,TXN101735227,2019-10-03 09:03:00,BTM Layout,Debit,Service Charges,No,75,0,191146
49.207.45.128,TXN679220591,2019-10-03 09:37:37,HSR Layout,Debit,Bank Charges,No,224,0,190922
49.207.45.128,TXN783734899,2019-10-03 14:19:22,Indiranagar,Debit,Transport,No,140,0,190782
49.207.45.128,TXN413349504,2019-10-03 16:19:27,Malleshwaram,Debit,Bank Charges,No,157,0,190625
49.207.45.128,TXN617265039,2019-10-03 16:22:10,Koramangala,Debit,Bank Charges,No,44,0,190581
10.20.30.45,TXN900753939,2019-10-03 20:04:15,Whitefield,Credit,Product Return,No,0,1959,192540
49.207.45.128,TXN983670676,2019-10-03 20:14:29,MG Road,Debit,Service Charges,No,152,0,192388
49.207.45.128,TXN735303555,2019-10-03 21:11:21,Malleshwaram,Debit,Bank Charges,No,46,0,192342
49.207.45.128,TXN772157675,2019-10-03 22:53:15,Malleshwaram,Credit,Product Return,No,0,274,192616
49.207.45.128,TXN683635231,2019-10-03 23:19:23,Jayanagar,Debit,Transport,No,176,0,192440
10.20.30.45,TXN536361772,2019-10-04 13:48:04,Malleshwaram,Credit,Interest Credit,No,0,99,192539
49.207.45.128,TXN985352029,2019-10-04 15:38:49,Malleshwaram,Debit,Service Charges,No,146,0,192393
49.207.45.128,TXN933068557,2019-10-04 22:23:32,Koramangala,Debit,Bank Charges,No,101,0,192292
49.207.45.128,TXN187223251,2019-10-04 23:04:21,Jayanagar,Debit,Service Charges,No,110,0,192182
49.207.45.128,TXN978094098,2019-10-04 23:27:25,HSR Layout,Debit,Bank Charges,No,231,0,191951
49.207.45.128,TXN549295875,2019-10-05 07:27:27,Whitefield,Debit,Transport,No,131,0,191820
49.207.45.128,TXN554541165,2019-10-05 08:10:36,BTM Layout,Debit,Service Charges,No,127,0,191693
49.207.45.128,TXN652080332,2019-10-05 18:36:03,MG Road,Debit,Transport,No,84,0,191609
49.207.45.128,TXN658170579,2019-10-06 06:59:03,Malleshwaram,Debit,Service Charges,No,82,0,191527
49.207.45.128,TXN563020423,2019-10-06 07:08:03,Malleshwaram,Debit,Fuel,No,2298,0,189229
49.207.45.128,TXN625264072,2019-10-06 08:28:41,MG Road,Debit,Service Charges,No,225,0,189004
49.207.45.128,TXN951515520,2019-10-06 08:52:08,Koramangala,Debit,Service Charges,No,228,0,188776
49.207.45.128,TXN545709582,2019-10-06 10:11:01,BTM Layout,Debit,Service Charges,No,261,0,188515
49.207.45.128,TXN122231254,2019-10-06 14:48:44,Malleshwaram,Debit,Bank Charges,No,61,0,188454
192.168.1.105,TXN554983843,2019-10-06 21:23:57,HSR Layout,Debit,Groceries,No,4135,0,184319
49.207.45.128,TXN680688263,2019-10-06 21:40:15,Koramangala,Debit,Fuel,No,1414,0,182905
49.207.45.128,TXN490779618,2019-10-06 22:05:32,Indiranagar,Debit,Service Charges,No,61,0,182844
49.207.45.128,TXN857826187,2019-10-06 23:35:12,Jayanagar,Debit,Bank Charges,No,218,0,182626
49.207.45.128,TXN691859432,2019-10-07 11:15:00,BTM Layout,Debit,Bank Charges,No,56,0,182570
49.207.45.128,TXN803479884,2019-10-07 17:37:46,Koramangala,Debit,Transport,No,41,0,182529
49.207.45.128,TXN659535789,2019-10-07 18:27:54,BTM Layout,Debit,Service Charges,No,176,0,182353
49.207.45.128,TXN750105407,2019-10-07 22:19:28,Malleshwaram,Debit,Service Charges,No,257,0,182096
49.207.45.128,TXN296824764,2019-10-08 07:27:31,BTM Layout,Debit,Transport,No,32,0,182064
49.207.45.128,TXN639136463,2019-10-08 11:46:42,Koramangala,Debit,Bank Charges,No,76,0,181988
49.207.45.128,TXN279798976,2019-10-08 12:17:23,Whitefield,Debit,Bank Charges,No,21,0,181967
49.207.45.128,TXN504721767,2019-10-08 17:06:27,HSR Layout,Debit,Service Charges,No,71,0,181896
49.207.45.128,TXN442878128,2019-10-08 18:57:56,HSR Layout,Debit,Bank Charges,Yes,249,0,181647
49.207.45.128,TXN735889279,2019-10-08 19:58:50,MG Road,Debit,Bank Charges,No,17,0,181630
49.207.45.128,TXN310176288,2019-10-09 13:08:05,Koramangala,Debit,Bank Charges,No,33,0,181597
49.207.45.128,TXN480480411,2019-10-09 16:26:40,Indiranagar,Debit,Transport,No,55,0,181542
49.207.45.128,TXN161830970,2019-10-09 16:39:42,Indiranagar,Debit,Service Charges,No,130,0,181412
49.207.45.128,TXN172198418,2019-10-09 18:13:02,Koramangala,Debit,Bank Charges,No,71,0,181341
172.16.11.35,TXN250796969,2019-10-09 19:03:29,Jayanagar,Debit,Food & Drink,No,405,0,180936
49.207.45.128,TXN211999145,2019-10-09 22:36:53,Malleshwaram,Debit,Fuel,Yes,2776,0,178160
172.16.11.35,TXN651609606,2019-10-10 10:49:41,MG Road,Debit,Food & Drink,No,463,0,177697
49.207.45.128,TXN801225885,2019-10-10 11:40:48,MG Road,Debit,Transport,No,621,0,177076
49.207.45.128,TXN598859730,2019-10-10 13:41:13,Indiranagar,Debit,Transport,No,129,0,176947
49.207.45.128,TXN279860887,2019-10-10 15:19:44,Jayanagar,Debit,Bank Charges,No,244,0,176703
49.207.45.128,TXN264884930,2019-10-10 17:38:20,Jayanagar,Debit,Service Charges,No,265,0,176438
49.207.45.128,TXN737575597,2019-10-11 13:02:39,BTM Layout,Debit,Service Charges,No,166,0,176272
49.207.45.128,TXN736908322,2019-10-11 14:37:32,MG Road,Debit,Transport,No,237,0,176035
49.207.45.128,TXN874405394,2019-10-11 19:20:53,Koramangala,Debit,Bank Charges,No,31,0,176004
49.207.45.128,TXN220856791,2019-10-11 21:51:28,Jayanagar,Debit,Service Charges,No,155,0,175849
192.168.1.105,TXN477667590,2019-10-12 16:50:23,Malleshwaram,Credit,Cashback,No,0,506,176355
49.207.45.128,TXN495257831,2019-10-12 17:59:21,Koramangala,Debit,Transport,No,171,0,176184
49.207.45.128,TXN575324402,2019-10-12 20:04:20,Malleshwaram,Debit,Entertainment,No,1408,0,174776
49.207.45.128,TXN474894347,2019-10-12 21:19:09,Malleshwaram,Debit,Transport,No,204,0,174572
49.207.45.128,TXN854312527,2019-10-12 23:14:44,Jayanagar,Debit,Bank Charges,No,127,0,174445
49.207.45.128,TXN666304979,2019-10-13 14:27:18,HSR Layout,Debit,Bank Charges,No,52,0,174393
49.207.45.128,TXN525499353,2019-10-13 15:34:34,Whitefield,Debit,Service Charges,No,265,0,174128
49.207.45.128,TXN884740251,2019-10-13 17:03:00,Malleshwaram,Debit,Groceries,Yes,5553,0,168575
49.207.45.128,TXN111127179,2019-10-13 17:49:17,Koramangala,Credit,Cashback,No,0,436,169011
49.207.45.128,TXN377341919,2019-10-14 06:04:49,Jayanagar,Debit,Transport,No,197,0,168814
49.207.45.128,TXN107624412,2019-10-14 12:23:13,Malleshwaram,Debit,Service Charges,No,96,0,168718
49.207.45.128,TXN822857466,2019-10-14 12:48:30,Indiranagar,Debit,Transport,No,260,0,168458
49.207.45.128,TXN817811911,2019-10-14 15:47:36,HSR Layout,Debit,Bank Charges,No,158,0,168300
49.207.45.128,TXN576533824,2019-10-14 15:51:11,Malleshwaram,Debit,Service Charges,No,45,0,168255
49.207.45.128,TXN148116204,2019-10-14 19:48:49,BTM Layout,Debit,Transport,No,25,0,168230
49.207.45.128,TXN708747788,2019-10-14 22:12:21,MG Road,Debit,Bank Charges,No,18,0,168212
49.207.45.128,TXN145730932,2019-10-14 22:36:07,MG Road,Debit,Fuel,No,1760,0,166452
49.207.45.128,TXN337965650,2019-10-15 07:02:39,Indiranagar,Debit,Transport,No,623,0,165829
49.207.45.128,TXN195599336,2019-10-15 11:01:56,Koramangala,Debit,Bank Charges,No,208,0,165621
49.207.45.128,TXN661625545,2019-10-15 23:11:22,MG Road,Debit,Healthcare,No,1993,0,163628
49.207.45.128,TXN557707657,2019-10-16 11:06:32,HSR Layout,Debit,Food & Drink,No,1219,0,162409
49.207.45.128,TXN812509769,2019-10-16 16:43:30,Whitefield,Debit,Service Charges,No,247,0,162162
49.207.45.128,TXN287571410,2019-10-16 23:12:01,HSR Layout,Debit,Service Charges,No,104,0,162058
49.207.45.128,TXN263580062,2019-10-17 10:22:00,HSR Layout,Debit,Service Charges,No,52,0,162006
49.207.45.128,TXN941298347,2019-10-17 14:03:14,MG Road,Debit,Bank Charges,No,166,0,161840
192.168.1.105,TXN665685811,2019-10-17 14:13:19,Malleshwaram,Debit,Groceries,No,3085,0,158755
49.207.45.128,TXN811964274,2019-10-17 15:07:05,Indiranagar,Debit,Service Charges,No,240,0,158515
49.207.45.128,TXN115746840,2019-10-17 16:46:40,Indiranagar,Debit,Transport,No,675,0,157840
49.207.45.128,TXN859176967,2019-10-18 08:30:16,MG Road,Debit,Bank Charges,No,122,0,157718
49.207.45.128,TXN406827126,2019-10-18 09:08:38,Indiranagar,Debit,Bank Charges,No,125,0,157593
49.207.45.128,TXN984167786,2019-10-18 10:00:16,Jayanagar,Debit,Transport,No,81,0,157512
49.207.45.128,TXN450176335,2019-10-18 11:09:45,Indiranagar,Debit,Bank Charges,No,22,0,157490
192.168.1.105,TXN970371656,2019-10-18 12:57:54,BTM Layout,Credit,Refund,No,0,387,157877
49.207.45.128,TXN551881402,2019-10-18 14:08:14,Malleshwaram,Debit,Bank Charges,No,127,0,157750
49.207.45.128,TXN815976552,2019-10-18 14:21:44,Koramangala,Debit,Transport,No,236,0,157514
172.16.10.22,TXN369340909,2019-10-18 15:11:46,Whitefield,Debit,Food & Drink,No,373,0,157141
49.207.45.128,TXN449068323,2019-10-18 15:22:45,Koramangala,Debit,Transport,No,110,0,157031
49.207.45.128,TXN989364933,2019-10-19 10:05:17,Whitefield,Debit,Service Charges,No,142,0,156889
49.207.45.128,TXN221449476,2019-10-19 20:53:15,Malleshwaram,Debit,Service Charges,No,52,0,156837
49.207.45.128,TXN437333768,2019-10-20 09:47:44,BTM Layout,Debit,Transport,No,44,0,156793
49.207.45.128,TXN971526861,2019-10-20 09:50:14,HSR Layout,Debit,Bank Charges,No,112,0,156681
49.207.45.128,TXN503951044,2019-10-20 11:38:40,HSR Layout,Debit,Bank Charges,No,68,0,156613
49.207.45.128,TXN727099341,2019-10-20 14:23:24,HSR Layout,Debit,Service Charges,No,145,0,156468
49.207.45.128,TXN380455452,2019-10-20 14:41:39,Indiranagar,Debit,Transport,No,16,0,156452
10.20.30.45,TXN881830989,2019-10-20 16:25:58,Jayanagar,Credit,Cashback,No,0,220,156672
192.168.1.105,TXN313530105,2019-10-20 17:13:12,BTM Layout,Credit,Cashback,No,0,159,156831
49.207.45.128,TXN167596647,2019-10-20 18:56:11,Jayanagar,Debit,Bank Charges,No,118,0,156713
49.207.45.128,TXN273062906,2019-10-20 22:35:38,MG Road,Debit,Entertainment,No,2485,0,154228
49.207.45.128,TXN143429336,2019-10-21 06:46:11,BTM Layout,Debit,Service Charges,No,117,0,154111
49.207.45.128,TXN924430744,2019-10-21 08:28:25,BTM Layout,Debit,Bank Charges,No,119,0,153992
49.207.45.128,TXN888920754,2019-10-21 10:49:10,MG Road,Debit,Transport,No,494,0,153498
49.207.45.128,TXN300790758,2019-10-21 11:43:11,Jayanagar,Debit,Service Charges,No,223,0,153275
49.207.45.128,TXN481094521,2019-10-21 15:03:34,Malleshwaram,Debit,Transport,No,140,0,153135
49.207.45.128,TXN145224079,2019-10-21 16:37:28,Whitefield,Debit,Bank Charges,No,76,0,153059
49.207.45.128,TXN651645693,2019-10-21 18:07:44,HSR Layout,Debit,Food & Drink,No,793,0,152266
49.207.45.128,TXN990771805,2019-10-21 23:20:34,Koramangala,Debit,Bank Charges,No,195,0,152071
49.207.45.128,TXN545549285,2019-10-22 08:22:16,Koramangala,Debit,Bank Charges,No,223,0,151848
49.207.45.128,TXN527068304,2019-10-22 10:07:07,Indiranagar,Debit,Bank Charges,No,130,0,151718
49.207.45.128,TXN422088194,2019-10-22 14:54:40,MG Road,Debit,Fuel,No,1780,0,149938
